ID;Temperatura;Humedad;Relacion_a_c;Edad;Resistencia;Aditivo_id
1783;32;50;0.45;7;28.50;7
1784;32;50;0.45;7;31.45;7
1785;32;50;0.45;7;31.74;7
1786;32;50;0.45;7;30.33;7
1787;32;50;0.45;7;33.63;7
1788;32;50;0.45;7;31.94;7
1789;32;50;0.45;14;40.08;7
1790;32;50;0.45;14;42.45;7
1791;32;50;0.45;14;38.14;7
1792;32;50;0.45;14;41.28;7
1793;32;50;0.45;14;36.19;7
1794;32;50;0.45;14;41.16;7
1795;32;50;0.45;28;44.57;7
1796;32;50;0.45;28;48.95;7
1797;32;50;0.45;28;49.14;7
1798;32;50;0.45;28;48.12;7
1799;32;50;0.45;28;49.10;7
1800;32;50;0.45;28;49.21;7
1801;32;50;0.5;7;26.80;1
1802;32;50;0.5;7;25.86;1
1803;32;50;0.5;7;25.47;1
1804;32;50;0.5;7;25.24;1
1805;32;50;0.5;7;26.45;1
1806;32;50;0.5;7;25.92;1
1807;32;50;0.5;14;31.89;1
1808;32;50;0.5;14;33.87;1
1809;32;50;0.5;14;35.17;1
1810;32;50;0.5;14;31.99;1
1811;32;50;0.5;14;35.15;1
1812;32;50;0.5;14;35.28;1
1813;32;50;0.5;28;39.50;1
1814;32;50;0.5;28;37.85;1
1815;32;50;0.5;28;38.26;1
1816;32;50;0.5;28;41.68;1
1817;32;50;0.5;28;37.03;1
1818;32;50;0.5;28;39.10;1
1819;32;50;0.5;7;27.37;5
1820;32;50;0.5;7;25.97;5
1821;32;50;0.5;7;27.13;5
1822;32;50;0.5;7;27.69;5
1823;32;50;0.5;7;26.42;5
1824;32;50;0.5;7;26.91;5
1825;32;50;0.5;14;35.24;5
1826;32;50;0.5;14;37.41;5
1827;32;50;0.5;14;36.05;5
1828;32;50;0.5;14;35.01;5
1829;32;50;0.5;14;36.64;5
1830;32;50;0.5;14;35.14;5
1831;32;50;0.5;28;41.64;5
1832;32;50;0.5;28;42.25;5
1833;32;50;0.5;28;39.49;5
1834;32;50;0.5;28;42.95;5
1835;32;50;0.5;28;42.56;5
1836;32;50;0.5;28;44.66;5
1837;32;50;0.5;7;25.74;6
1838;32;50;0.5;7;28.07;6
1839;32;50;0.5;7;30.85;6
1840;32;50;0.5;7;28.89;6
1841;32;50;0.5;7;29.92;6
1842;32;50;0.5;7;27.86;6
1843;32;50;0.5;14;38.27;6
1844;32;50;0.5;14;40.03;6
1845;32;50;0.5;14;34.08;6
1846;32;50;0.5;14;38.50;6
1847;32;50;0.5;14;38.69;6
1848;32;50;0.5;14;35.74;6
1849;32;50;0.5;28;40.97;6
1850;32;50;0.5;28;40.75;6
1851;32;50;0.5;28;46.96;6
1852;32;50;0.5;28;40.22;6
1853;32;50;0.5;28;46.61;6
1854;32;50;0.5;28;46.60;6
1855;32;50;0.5;7;28.17;7
1856;32;50;0.5;7;28.89;7
1857;32;50;0.5;7;32.33;7
1858;32;50;0.5;7;30.01;7
1859;32;50;0.5;7;29.36;7
1860;32;50;0.5;7;29.62;7
1861;32;50;0.5;14;39.14;7
1862;32;50;0.5;14;38.26;7
1863;32;50;0.5;14;36.77;7
1864;32;50;0.5;14;36.19;7
1865;32;50;0.5;14;35.68;7
1866;32;50;0.5;14;34.26;7
1867;32;50;0.5;28;45.95;7
1868;32;50;0.5;28;47.89;7
1869;32;50;0.5;28;44.20;7
1870;32;50;0.5;28;43.48;7
1871;32;50;0.5;28;45.08;7
1872;32;50;0.5;28;46.07;7
